cntr_01,dist_x,pang_x,ra_01,dec_01,reqkey,tn,object,ra,dec,irac8,irac8u,iras12,iras12u,irs16,irs16u,irs22,irs22u,mips24,mips24u,iras25,iras25u,mips24_irac8,mips24_irs16,irs16_irac8,iras25_iras12,ra_sl,dec_sl,pa_sl,ra_ll,dec_ll,pa_ll,date_obs,campname,bandpass,oflag,ratio_sl2_sl1,ratio_sl1_ll2,ratio_ll2_ll1,ra_rqst,dec_rqst,ra_del,dec_del,width_sl2,width_sl1,width_ll2,width_ll1,xtable,enhid,campid,obsrvr,progid,wave_min,wave_max
684,null,null,2.7069743000E+02,-1.4915237000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
685,null,null,2.7195796300E+02,1.1346977100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
686,null,null,2.7404886600E+02,4.2661566700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
687,0.611403,70.174466,2.7548844100E+02,6.4343392400E+01,4676096,1,XSX-H1821+643,275.48880,64.34345,1.077E-01,2.354E-03,1.563E-01,3.201E-03,2.677E-01,4.788E-03,4.142E-01,7.157E-03,4.294E-01,8.101E-03,4.274E-01,7.698E-03,3.9870,1.6040,2.4856,2.7345,275.48880,64.34345,156.70831,275.48840,64.34347,72.96834,2004-04-17 08:33:30,IRSX003000,IRS Merged 5.217-37.86um,15,0.997,0.868,0.887,275.48880,64.34344,0.00001,0.00002,2.48,2.79,6.22,8.79,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4676096/enhanced/SPITZER_S5_4676096_01_merge.tbl"">Table spectrum</a><br />",726,720,"Rieke, George",82,5.21725,37.86356
688,null,null,2.7536188700E+02,5.9922515800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
689,null,null,2.7608075800E+02,-5.6369095000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
690,null,null,2.7604511300E+02,1.8769092100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
691,null,null,2.7637372800E+02,7.2151081300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
692,null,null,2.7648998100E+02,-7.1729886000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
693,null,null,2.7663503900E+02,3.2858236100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
694,0.538951,161.776631,2.7738241900E+02,4.8746172200E+01,4581888,1,3C380,277.38248,48.74603,null,null,null,null,null,null,2.752E-02,6.688E-04,2.718E-02,6.563E-04,2.919E-02,6.855E-04,null,null,null,null,null,null,null,277.38248,48.74603,76.06308,2004-04-15 14:32:50,IRSX003000,IRS Merged 14.32-37.86um,12,null,null,1.004,277.38266,48.74621,-0.00012,-0.00017,null,null,5.88,9.32,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4581888/enhanced/SPITZER_S5_4581888_01_merge.tbl"">Table spectrum</a><br />",697,720,"Houck, James",74,14.32338,37.86356
695,null,null,2.7771097700E+02,9.4783392000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
696,0.781248,-83.384868,2.7841630100E+02,-2.1061125000E+01,26905856,1,PKS 1830-211,278.41608,-21.06110,1.183E-02,1.779E-04,2.011E-02,3.714E-04,2.518E-02,5.223E-04,1.283E-02,4.827E-04,1.313E-02,4.180E-04,1.971E-02,5.251E-04,1.1099,0.5214,2.1285,0.9801,278.41608,-21.06110,-7.70214,278.41611,-21.06113,-91.44212,2008-10-05 05:31:45,IRSX010600,IRS Merged 5.217-37.86um,15,0.971,1.064,null,278.41620,-21.06122,-0.00013,0.00012,2.63,2.94,6.72,8.82,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010600/r26905856/enhanced/SPITZER_S5_26905856_01_merge.tbl"">Table spectrum</a><br />",15579,1435,"Kulkarni, Varsha",50783,5.21725,37.86356
697,0.559080,107.500116,2.7876412400E+02,3.2696346700E+01,11306496,1,3C382,278.76431,32.69630,7.983E-02,1.068E-03,9.341E-02,1.671E-03,1.149E-01,1.919E-03,1.129E-01,1.948E-03,1.010E-01,1.943E-03,1.060E-01,1.932E-03,1.2652,0.8790,1.4393,1.1348,278.76431,32.69630,45.48789,278.76401,32.69648,-38.25205,2005-08-15 05:53:24,IRSX007300,IRS Merged 5.217-37.86um,15,0.913,0.881,1.061,278.76425,32.69614,0.00004,0.00016,2.59,2.74,8.48,7.70,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007300/r11306496/enhanced/SPITZER_S5_11306496_01_merge.tbl"">Table spectrum</a><br />",3582,860,"Antonucci, Robert",3624,5.21725,37.86356
698,0.084015,-25.862665,2.7924264000E+02,-5.9402291000E+01,18507520,1,IRAS 18325-592,279.24262,-59.40227,3.306E-01,4.230E-03,4.800E-01,8.434E-03,7.939E-01,1.311E-02,1.128E+00,1.856E-02,1.145E+00,2.097E-02,1.175E+00,2.040E-02,3.4634,1.4422,2.4014,2.4479,279.24262,-59.40227,-22.94205,279.24258,-59.40233,-106.68201,2007-10-05 04:57:39,IRSX009800,IRS Merged 5.217-37.86um,15,0.811,0.899,0.937,279.24289,-59.40239,-0.00013,0.00012,2.62,2.85,6.72,8.82,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009800/r18507520/enhanced/SPITZER_S5_18507520_01_merge.tbl"">Table spectrum</a><br />",9416,1397,"Gorjian, Varoujan",30572,5.21725,37.86356
699,0.399017,-99.346286,2.7958468300E+02,-6.5427552000E+01,18505728,1,ESO103-g035,279.58441,-65.42757,2.660E-01,3.531E-03,5.240E-01,9.163E-03,1.172E+00,1.914E-02,1.849E+00,3.010E-02,1.923E+00,3.501E-02,1.926E+00,3.318E-02,7.2293,1.6408,4.4060,3.6756,279.58441,-65.42757,-24.85169,279.58475,-65.42769,-108.59167,2007-10-05 05:21:47,IRSX009800,IRS Merged 5.217-37.86um,15,0.851,0.874,0.908,279.58459,-65.42778,-0.00007,0.00020,2.34,2.79,5.96,8.65,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009800/r18505728/enhanced/SPITZER_S5_18505728_01_merge.tbl"">Table spectrum</a><br />",9410,1397,"Gorjian, Varoujan",30572,5.21725,37.86356
700,0.199912,119.565270,2.8053751800E+02,7.9771427400E+01,4673024,1,FRII-3C390.3,280.53778,79.77140,5.928E-02,7.440E-04,9.652E-02,1.681E-03,1.505E-01,2.446E-03,2.149E-01,3.479E-03,2.118E-01,3.840E-03,2.120E-01,3.638E-03,3.5729,1.4073,2.5388,2.1964,280.53778,79.77140,-173.61604,280.53723,79.77137,102.64364,2004-03-24 01:23:29,IRSX002900,IRS Merged 5.217-37.86um,15,0.936,0.971,0.973,280.53744,79.77142,0.00006,-0.00003,2.51,2.74,6.72,8.40,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX002900/r4673024/enhanced/SPITZER_S5_4673024_01_merge.tbl"">Table spectrum</a><br />",714,717,"Rieke, George",82,5.21725,37.86356
701,0.627557,147.487190,2.8122496800E+02,-6.2364693000E+01,26489088,1,ESO140-G043,281.22516,-62.36484,2.150E-01,2.989E-03,3.476E-01,6.182E-03,5.569E-01,9.389E-03,8.291E-01,1.391E-02,8.353E-01,1.549E-02,8.588E-01,1.514E-02,3.8851,1.4999,2.5902,2.4707,281.22516,-62.36484,-170.12904,281.22494,-62.36492,106.13095,2008-06-02 07:23:45,IRSX010400,IRS Merged 5.217-37.86um,15,0.870,0.875,0.956,281.22492,-62.36483,0.00012,-0.00001,2.39,2.82,5.96,8.40,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26489088/enhanced/SPITZER_S5_26489088_01_merge.tbl"">Table spectrum</a><br />",15240,1467,"Weaver, Kimberly",50588,5.21725,37.86356
702,null,null,2.8135912000E+02,7.2183726800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
703,null,null,2.8260455000E+02,8.4379055600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
704,null,null,2.8170710500E+02,8.4418133100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
705,0.230841,40.167447,2.8176163200E+02,-7.8530429000E+01,4848384,1,H1846-786,281.76184,-78.53038,2.574E-02,1.057E-03,3.876E-02,1.074E-03,7.226E-02,1.749E-03,1.146E-01,2.521E-03,1.169E-01,2.597E-03,1.211E-01,2.647E-03,4.5416,1.6178,2.8073,3.1244,281.76184,-78.53038,-175.70830,281.76202,-78.53053,100.55183,2004-04-20 05:06:47,IRSX003000,IRS Merged 5.217-37.86um,15,0.933,0.755,0.968,281.76334,-78.53083,-0.00030,0.00046,2.65,2.79,8.32,9.16,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4848384/enhanced/SPITZER_S5_4848384_01_merge.tbl"">Table spectrum</a><br />",772,720,"Werner, Michael",86,5.21725,37.86356
706,null,null,2.8320629400E+02,3.0074166100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
707,null,null,2.8366777600E+02,-7.8898317000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
708,null,null,2.8400228700E+02,1.5632901100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
709,null,null,2.8420571900E+02,-5.4708313000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
710,null,null,2.8428231100E+02,-7.8472545000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
711,null,null,2.8595474100E+02,3.3844771700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
712,null,null,2.8635808300E+02,4.2461034400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
713,null,null,2.8831138900E+02,-5.0182870000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
714,null,null,2.8986685500E+02,-2.9968896000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
715,0.405325,139.021112,2.9030897800E+02,-5.8670275000E+01,26489856,1,ESO 141- G 055,290.30911,-58.67036,1.071E-01,1.854E-03,1.548E-01,2.966E-03,2.186E-01,4.124E-03,2.828E-01,5.525E-03,2.758E-01,5.705E-03,2.836E-01,5.659E-03,2.5752,1.2617,2.0411,1.8320,290.30911,-58.67036,-179.92825,290.30902,-58.67041,96.33172,2008-06-02 07:55:26,IRSX010400,IRS Merged 5.217-37.86um,15,0.944,0.892,1.004,290.30896,-58.67031,0.00009,-0.00005,2.45,2.74,6.38,8.48,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26489856/enhanced/SPITZER_S5_26489856_01_merge.tbl"">Table spectrum</a><br />",15242,1467,"Weaver, Kimberly",50588,5.21725,37.86356
716,null,null,2.9125909700E+02,5.0720495300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
717,null,null,2.9162590400E+02,4.1551383900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
718,null,null,2.9195201600E+02,7.3967071900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
719,null,null,2.9255749800E+02,3.4180425700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
720,null,null,2.9344649500E+02,3.2907207100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
721,null,null,2.9438761400E+02,-6.2180018000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
722,null,null,2.9451831300E+02,-5.1163818000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
723,null,null,2.9506299200E+02,-3.0264242000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
724,0.467908,34.589664,2.9566910500E+02,-1.0323637000E+01,22091776,1,NGC 6814,295.66919,-10.32353,6.678E-02,2.799E-03,1.064E-01,3.127E-03,1.912E-01,5.895E-03,2.513E-01,8.720E-03,2.495E-01,8.102E-03,2.615E-01,8.552E-03,3.7361,1.3049,2.8631,2.4577,295.66919,-10.32353,162.21268,295.66913,-10.32364,78.47262,2008-05-27 18:22:20,IRSX010400,IRS Merged 5.217-37.86um,15,1.026,0.721,0.984,295.66922,-10.32364,-0.00003,0.00011,2.45,2.79,5.80,8.74,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r22091776/enhanced/SPITZER_S5_22091776_01_merge.tbl"">Table spectrum</a><br />",11997,1467,"Rieke, George",40936,5.21725,37.86356
725,null,null,2.9598433500E+02,2.1306385100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
726,null,null,2.9683065500E+02,4.4828365100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
727,null,null,2.9806582800E+02,2.5067148000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
728,0.223979,-110.314596,2.9986822700E+02,4.0733911600E+01,4673280,1,FRII-CYGA,299.86816,40.73389,4.586E-02,1.249E-03,1.196E-01,2.332E-03,3.239E-01,5.452E-03,6.384E-01,1.048E-02,6.782E-01,1.239E-02,7.030E-01,1.217E-02,14.7885,2.0939,7.0628,5.8779,299.86816,40.73389,149.89159,299.86813,40.73387,66.15494,2004-05-14 07:09:02,IRSX003100,IRS Merged 5.217-37.86um,15,0.957,0.841,0.875,299.86816,40.73386,0.00001,0.00004,2.71,3.05,6.89,8.48,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003100/r4673280/enhanced/SPITZER_S5_4673280_01_merge.tbl"">Table spectrum</a><br />",715,723,"Rieke, George",82,5.21725,37.86356
729,0.127473,143.598193,2.9999930000E+02,6.5148528500E+01,26491648,1,2MASX J1959597,299.99936,65.14850,1.447E-02,8.060E-04,1.700E-02,7.371E-04,2.030E-02,1.311E-03,2.388E-02,1.892E-03,2.339E-02,1.582E-03,2.432E-02,1.749E-03,1.6164,1.1522,1.4029,1.4306,299.99936,65.14850,104.42491,299.99933,65.14853,20.68492,2008-08-02 13:56:56,IRSX009400,IRS Merged 5.217-37.86um,15,0.942,0.924,0.933,299.99939,65.14853,-0.00001,-0.00003,2.60,2.74,6.30,8.17,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26491648/enhanced/SPITZER_S5_26491648_01_merge.tbl"">Table spectrum</a><br />",15249,1361,"Weaver, Kimberly",50588,5.21725,37.86356
730,null,null,3.0023239000E+02,-1.8174274000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
731,null,null,3.0163899900E+02,5.6343584600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
732,null,null,3.0174137100E+02,-3.4548519000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
733,null,null,3.0219537900E+02,-6.1099952000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
734,0.128424,94.824106,3.0235582600E+02,-4.8831577000E+01,4670464,1,1JY-PKS2005-48,302.35586,-48.83158,5.060E-02,1.712E-03,5.973E-02,1.722E-03,7.277E-02,2.115E-03,8.471E-02,2.628E-03,8.412E-02,2.467E-03,8.628E-02,2.588E-03,1.6625,1.1560,1.4381,1.4445,302.35586,-48.83158,158.01535,302.35574,-48.83151,74.27777,2004-04-13 12:06:19,IRSX003000,IRS Merged 5.217-37.86um,15,0.963,0.961,1.007,302.35580,-48.83159,0.00006,0.00001,2.56,2.76,6.47,8.40,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4670464/enhanced/SPITZER_S5_4670464_01_merge.tbl"">Table spectrum</a><br />",706,720,"Rieke, George",82,5.21725,37.86356
735,null,null,3.0258234100E+02,-2.5399819000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
736,null,null,3.0257260500E+02,4.8005938300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
737,null,null,3.0281547400E+02,-1.5777862000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
738,null,null,3.0374692500E+02,2.5383657000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
739,null,null,3.0386989000E+02,3.7183297700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
740,null,null,3.0450541400E+02,-5.5658750000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
741,null,null,3.0466138300E+02,4.0683324300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
742,null,null,3.0545429400E+02,4.4010912300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
743,null,null,3.0600886300E+02,-2.7590708000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
744,null,null,3.0673296500E+02,-2.2777102000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
745,90.807698,66.644163,3.0712037300E+02,2.5723382300E+01,20349184,1,MCG+04-48-002,307.14609,25.73338,1.833E-01,2.249E-03,1.662E-01,2.934E-03,3.166E-01,5.275E-03,5.983E-01,9.840E-03,6.514E-01,1.191E-02,7.051E-01,1.220E-02,3.5537,2.0575,1.7272,4.2425,307.14609,25.73338,2.84808,307.14587,25.73342,-80.89190,2006-10-24 10:55:47,IRSX007500,IRS Merged 5.217-37.86um,15,0.542,0.566,0.839,307.14612,25.73342,-0.00004,-0.00004,3.82,3.90,10.00,11.28,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007500/r20349184/enhanced/SPITZER_S5_20349184_01_merge.tbl"">Table spectrum</a><br />",10570,1070,"Armus, Lee",30323,5.21725,37.86356
746,null,null,3.0738013100E+02,-6.1819100000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
747,null,null,3.0767380900E+02,-7.5545314000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
748,null,null,3.0838346200E+02,2.1772894800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
749,null,null,3.0858032000E+02,-9.7664501000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
750,null,null,3.0877353900E+02,2.6058326600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
751,null,null,3.0899117200E+02,-5.0192286000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
752,null,null,3.1006578200E+02,-5.1429687000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
753,null,null,3.1065543400E+02,7.5134013400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
754,null,null,3.1101773400E+02,2.8552630800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
755,0.176501,-67.198856,3.1104063600E+02,-1.0723539000E+01,18508288,1,Mrk509,311.04059,-10.72352,1.636E-01,2.444E-03,2.483E-01,4.545E-03,4.278E-01,7.449E-03,6.037E-01,1.051E-02,5.914E-01,1.129E-02,6.087E-01,1.108E-02,3.6149,1.3824,2.6149,2.4515,311.04059,-10.72352,-20.89576,311.04053,-10.72344,-104.63574,2006-11-19 19:41:35,IRSX007600,IRS Merged 5.217-37.86um,15,0.819,0.843,0.987,311.04059,-10.72347,0.00000,-0.00004,2.45,2.82,6.72,8.74,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007600/r18508288/enhanced/SPITZER_S5_18508288_01_merge.tbl"">Table spectrum</a><br />",9418,1073,"Gorjian, Varoujan",30572,5.21725,37.86356
756,null,null,3.1211249700E+02,3.8190362600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
757,0.502185,-117.309456,3.1300981800E+02,-5.7068756000E+01,18506752,1,IC5063,313.00958,-57.06882,4.077E-01,5.063E-03,8.567E-01,1.481E-02,1.708E+00,2.774E-02,2.781E+00,4.508E-02,2.885E+00,5.242E-02,2.913E+00,5.003E-02,7.0763,1.6891,4.1894,3.4003,313.00958,-57.06882,-40.59484,313.00958,-57.06878,-124.33480,2006-10-18 07:56:43,IRSX007500,IRS Merged 5.217-37.86um,15,0.870,0.897,0.905,313.00958,-57.06889,0.00001,0.00006,2.56,2.82,6.22,8.96,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007500/r18506752/enhanced/SPITZER_S5_18506752_01_merge.tbl"">Table spectrum</a><br />",9413,1070,"Gorjian, Varoujan",30572,5.21725,37.86356
